lat,lon
43.821990966796875,-65.0
44.76439666748047,-65.0
44.76439666748047,-63.75
45.70680618286133,-67.5
45.70680618286133,-66.25
45.70680618286133,-65.0
45.70680618286133,-63.75
45.70680618286133,-61.25
46.64921569824219,-83.75
46.64921569824219,-82.5
46.64921569824219,-81.25
46.64921569824219,-78.75
46.64921569824219,-67.5
46.64921569824219,-66.25
46.64921569824219,-65.0
47.59162139892578,-85.0
47.59162139892578,-83.75
47.59162139892578,-82.5
47.59162139892578,-81.25
47.59162139892578,-80.0
47.59162139892578,-78.75
47.59162139892578,-77.5
47.59162139892578,-76.25
47.59162139892578,-75.0
47.59162139892578,-73.75
47.59162139892578,-72.5
47.59162139892578,-71.25
47.59162139892578,-68.75
47.59162139892578,-67.5
47.59162139892578,-66.25
47.59162139892578,-65.0
47.59162139892578,-53.75
48.53403091430664,-93.75
48.53403091430664,-92.5
48.53403091430664,-91.25
48.53403091430664,-90.0
48.53403091430664,-88.75
48.53403091430664,-86.25
48.53403091430664,-85.0
48.53403091430664,-83.75
48.53403091430664,-82.5
48.53403091430664,-81.25
48.53403091430664,-80.0
48.53403091430664,-78.75
48.53403091430664,-77.5
48.53403091430664,-76.25
48.53403091430664,-75.0
48.53403091430664,-73.75
48.53403091430664,-72.5
48.53403091430664,-71.25
48.53403091430664,-70.0
48.53403091430664,-67.5
48.53403091430664,-66.25
48.53403091430664,-65.0
48.53403091430664,-57.5
48.53403091430664,-56.25
48.53403091430664,-55.0
49.4764404296875,-102.5
49.4764404296875,-101.25
49.4764404296875,-98.75
49.4764404296875,-96.25
49.4764404296875,-95.0
49.4764404296875,-93.75
49.4764404296875,-92.5
49.4764404296875,-91.25
49.4764404296875,-90.0
49.4764404296875,-88.75
49.4764404296875,-87.5
49.4764404296875,-86.25
49.4764404296875,-85.0
49.4764404296875,-83.75
49.4764404296875,-82.5
49.4764404296875,-81.25
49.4764404296875,-80.0
49.4764404296875,-78.75
49.4764404296875,-77.5
49.4764404296875,-76.25
49.4764404296875,-75.0
49.4764404296875,-73.75
49.4764404296875,-72.5
49.4764404296875,-71.25
49.4764404296875,-70.0
49.4764404296875,-68.75
49.4764404296875,-67.5
49.4764404296875,-62.5
49.4764404296875,-57.5
49.4764404296875,-56.25
50.41884994506836,-103.75
50.41884994506836,-102.5
50.41884994506836,-101.25
50.41884994506836,-100.0
50.41884994506836,-98.75
50.41884994506836,-97.5
50.41884994506836,-96.25
50.41884994506836,-95.0
50.41884994506836,-93.75
50.41884994506836,-92.5
50.41884994506836,-91.25
50.41884994506836,-90.0
50.41884994506836,-88.75
50.41884994506836,-87.5
50.41884994506836,-86.25
50.41884994506836,-85.0
50.41884994506836,-83.75
50.41884994506836,-82.5
50.41884994506836,-81.25
50.41884994506836,-80.0
50.41884994506836,-78.75
50.41884994506836,-77.5
50.41884994506836,-76.25
50.41884994506836,-75.0
50.41884994506836,-73.75
50.41884994506836,-72.5
50.41884994506836,-71.25
50.41884994506836,-70.0
50.41884994506836,-68.75
50.41884994506836,-67.5
50.41884994506836,-66.25
50.41884994506836,-65.0
50.41884994506836,-63.75
50.41884994506836,-62.5
50.41884994506836,-61.25
50.41884994506836,-60.0
50.41884994506836,-57.5
51.36125564575195,-123.75
51.36125564575195,-122.5
51.36125564575195,-116.25
51.36125564575195,-115.0
51.36125564575195,-105.0
51.36125564575195,-103.75
51.36125564575195,-102.5
51.36125564575195,-101.25
51.36125564575195,-100.0
51.36125564575195,-98.75
51.36125564575195,-97.5
51.36125564575195,-96.25
51.36125564575195,-95.0
51.36125564575195,-93.75
51.36125564575195,-92.5
51.36125564575195,-91.25
51.36125564575195,-90.0
51.36125564575195,-88.75
51.36125564575195,-87.5
51.36125564575195,-86.25
51.36125564575195,-85.0
51.36125564575195,-83.75
51.36125564575195,-82.5
51.36125564575195,-81.25
51.36125564575195,-78.75
51.36125564575195,-77.5
51.36125564575195,-76.25
51.36125564575195,-75.0
51.36125564575195,-73.75
51.36125564575195,-72.5
51.36125564575195,-71.25
51.36125564575195,-70.0
51.36125564575195,-68.75
51.36125564575195,-67.5
51.36125564575195,-66.25
51.36125564575195,-65.0
51.36125564575195,-63.75
51.36125564575195,-62.5
51.36125564575195,-61.25
51.36125564575195,-60.0
51.36125564575195,-58.75
51.36125564575195,-56.25
52.30366516113281,-125.0
52.30366516113281,-123.75
52.30366516113281,-121.25
52.30366516113281,-120.0
52.30366516113281,-117.5
52.30366516113281,-116.25
52.30366516113281,-115.0
52.30366516113281,-113.75
52.30366516113281,-112.5
52.30366516113281,-110.0
52.30366516113281,-107.5
52.30366516113281,-106.25
52.30366516113281,-105.0
52.30366516113281,-103.75
52.30366516113281,-102.5
52.30366516113281,-101.25
52.30366516113281,-100.0
52.30366516113281,-98.75
52.30366516113281,-97.5
52.30366516113281,-96.25
52.30366516113281,-95.0
52.30366516113281,-93.75
52.30366516113281,-92.5
52.30366516113281,-91.25
52.30366516113281,-90.0
52.30366516113281,-88.75
52.30366516113281,-87.5
52.30366516113281,-86.25
52.30366516113281,-85.0
52.30366516113281,-83.75
52.30366516113281,-82.5
52.30366516113281,-77.5
52.30366516113281,-76.25
52.30366516113281,-75.0
52.30366516113281,-73.75
52.30366516113281,-72.5
52.30366516113281,-71.25
52.30366516113281,-70.0
52.30366516113281,-68.75
52.30366516113281,-67.5
52.30366516113281,-66.25
52.30366516113281,-65.0
52.30366516113281,-63.75
52.30366516113281,-62.5
52.30366516113281,-61.25
52.30366516113281,-60.0
52.30366516113281,-58.75
52.30366516113281,-57.5
52.30366516113281,-56.25
53.24607467651367,-126.25
53.24607467651367,-125.0
53.24607467651367,-123.75
53.24607467651367,-122.5
53.24607467651367,-121.25
53.24607467651367,-118.75
53.24607467651367,-117.5
53.24607467651367,-116.25
53.24607467651367,-115.0
53.24607467651367,-113.75
53.24607467651367,-112.5
53.24607467651367,-111.25
53.24607467651367,-110.0
53.24607467651367,-108.75
53.24607467651367,-107.5
53.24607467651367,-106.25
53.24607467651367,-105.0
53.24607467651367,-103.75
53.24607467651367,-102.5
53.24607467651367,-101.25
53.24607467651367,-100.0
53.24607467651367,-98.75
53.24607467651367,-97.5
53.24607467651367,-96.25
53.24607467651367,-95.0
53.24607467651367,-93.75
53.24607467651367,-92.5
53.24607467651367,-91.25
53.24607467651367,-90.0
53.24607467651367,-88.75
53.24607467651367,-87.5
53.24607467651367,-86.25
53.24607467651367,-85.0
53.24607467651367,-83.75
53.24607467651367,-82.5
53.24607467651367,-80.0
53.24607467651367,-78.75
53.24607467651367,-77.5
53.24607467651367,-76.25
53.24607467651367,-75.0
53.24607467651367,-73.75
53.24607467651367,-72.5
53.24607467651367,-71.25
53.24607467651367,-70.0
53.24607467651367,-68.75
53.24607467651367,-67.5
53.24607467651367,-66.25
53.24607467651367,-65.0
53.24607467651367,-63.75
53.24607467651367,-62.5
53.24607467651367,-61.25
53.24607467651367,-60.0
53.24607467651367,-58.75
53.24607467651367,-57.5
53.24607467651367,-56.25
54.188480377197266,-127.5
54.188480377197266,-126.25
54.188480377197266,-125.0
54.188480377197266,-123.75
54.188480377197266,-122.5
54.188480377197266,-121.25
54.188480377197266,-120.0
54.188480377197266,-118.75
54.188480377197266,-117.5
54.188480377197266,-116.25
54.188480377197266,-115.0
54.188480377197266,-113.75
54.188480377197266,-112.5
54.188480377197266,-111.25
54.188480377197266,-110.0
54.188480377197266,-108.75
54.188480377197266,-107.5
54.188480377197266,-106.25
54.188480377197266,-105.0
54.188480377197266,-103.75
54.188480377197266,-102.5
54.188480377197266,-101.25
54.188480377197266,-100.0
54.188480377197266,-98.75
54.188480377197266,-97.5
54.188480377197266,-96.25
54.188480377197266,-95.0
54.188480377197266,-93.75
54.188480377197266,-92.5
54.188480377197266,-91.25
54.188480377197266,-90.0
54.188480377197266,-88.75
54.188480377197266,-87.5
54.188480377197266,-86.25
54.188480377197266,-85.0
54.188480377197266,-83.75
54.188480377197266,-82.5
54.188480377197266,-78.75
54.188480377197266,-77.5
54.188480377197266,-76.25
54.188480377197266,-75.0
54.188480377197266,-73.75
54.188480377197266,-72.5
54.188480377197266,-71.25
54.188480377197266,-70.0
54.188480377197266,-68.75
54.188480377197266,-67.5
54.188480377197266,-66.25
54.188480377197266,-65.0
54.188480377197266,-63.75
54.188480377197266,-62.5
54.188480377197266,-61.25
54.188480377197266,-60.0
54.188480377197266,-58.75
55.130889892578125,-126.25
55.130889892578125,-125.0
55.130889892578125,-123.75
55.130889892578125,-122.5
55.130889892578125,-121.25
55.130889892578125,-120.0
55.130889892578125,-118.75
55.130889892578125,-117.5
55.130889892578125,-116.25
55.130889892578125,-115.0
55.130889892578125,-113.75
55.130889892578125,-112.5
55.130889892578125,-111.25
55.130889892578125,-110.0
55.130889892578125,-108.75
55.130889892578125,-107.5
55.130889892578125,-106.25
55.130889892578125,-105.0
55.130889892578125,-103.75
55.130889892578125,-102.5
55.130889892578125,-101.25
55.130889892578125,-100.0
55.130889892578125,-98.75
55.130889892578125,-97.5
55.130889892578125,-96.25
55.130889892578125,-95.0
55.130889892578125,-93.75
55.130889892578125,-92.5
55.130889892578125,-91.25
55.130889892578125,-90.0
55.130889892578125,-88.75
55.130889892578125,-87.5
55.130889892578125,-86.25
55.130889892578125,-85.0
55.130889892578125,-83.75
55.130889892578125,-77.5
55.130889892578125,-76.25
55.130889892578125,-75.0
55.130889892578125,-73.75
55.130889892578125,-72.5
55.130889892578125,-71.25
55.130889892578125,-70.0
55.130889892578125,-68.75
55.130889892578125,-67.5
55.130889892578125,-66.25
55.130889892578125,-65.0
55.130889892578125,-63.75
55.130889892578125,-62.5
55.130889892578125,-61.25
55.130889892578125,-60.0
56.073299407958984,-127.5
56.073299407958984,-126.25
56.073299407958984,-125.0
56.073299407958984,-123.75
56.073299407958984,-122.5
56.073299407958984,-121.25
56.073299407958984,-120.0
56.073299407958984,-118.75
56.073299407958984,-117.5
56.073299407958984,-116.25
56.073299407958984,-115.0
56.073299407958984,-113.75
56.073299407958984,-112.5
56.073299407958984,-111.25
56.073299407958984,-110.0
56.073299407958984,-108.75
56.073299407958984,-107.5
56.073299407958984,-106.25
56.073299407958984,-105.0
56.073299407958984,-103.75
56.073299407958984,-102.5
56.073299407958984,-101.25
56.073299407958984,-100.0
56.073299407958984,-98.75
56.073299407958984,-97.5
56.073299407958984,-96.25
56.073299407958984,-95.0
56.073299407958984,-93.75
56.073299407958984,-92.5
56.073299407958984,-91.25
56.073299407958984,-90.0
56.073299407958984,-88.75
56.073299407958984,-76.25
56.073299407958984,-75.0
56.073299407958984,-73.75
56.073299407958984,-72.5
56.073299407958984,-71.25
56.073299407958984,-70.0
56.073299407958984,-68.75
56.073299407958984,-67.5
56.073299407958984,-66.25
56.073299407958984,-65.0
56.073299407958984,-63.75
56.073299407958984,-62.5
57.01570510864258,-130.0
57.01570510864258,-128.75
57.01570510864258,-127.5
57.01570510864258,-126.25
57.01570510864258,-125.0
57.01570510864258,-123.75
57.01570510864258,-122.5
57.01570510864258,-121.25
57.01570510864258,-120.0
57.01570510864258,-118.75
57.01570510864258,-117.5
57.01570510864258,-116.25
57.01570510864258,-115.0
57.01570510864258,-113.75
57.01570510864258,-112.5
57.01570510864258,-111.25
57.01570510864258,-110.0
57.01570510864258,-108.75
57.01570510864258,-107.5
57.01570510864258,-106.25
57.01570510864258,-105.0
57.01570510864258,-103.75
57.01570510864258,-102.5
57.01570510864258,-101.25
57.01570510864258,-100.0
57.01570510864258,-98.75
57.01570510864258,-97.5
57.01570510864258,-96.25
57.01570510864258,-95.0
57.01570510864258,-93.75
57.01570510864258,-92.5
57.01570510864258,-91.25
57.01570510864258,-90.0
57.01570510864258,-75.0
57.01570510864258,-73.75
57.01570510864258,-72.5
57.01570510864258,-71.25
57.01570510864258,-70.0
57.01570510864258,-68.75
57.01570510864258,-67.5
57.01570510864258,-66.25
57.01570510864258,-65.0
57.95811462402344,-131.25
57.95811462402344,-130.0
57.95811462402344,-128.75
57.95811462402344,-127.5
57.95811462402344,-126.25
57.95811462402344,-125.0
57.95811462402344,-123.75
57.95811462402344,-122.5
57.95811462402344,-121.25
57.95811462402344,-120.0
57.95811462402344,-118.75
57.95811462402344,-117.5
57.95811462402344,-116.25
57.95811462402344,-115.0
57.95811462402344,-113.75
57.95811462402344,-112.5
57.95811462402344,-111.25
57.95811462402344,-110.0
57.95811462402344,-108.75
57.95811462402344,-107.5
57.95811462402344,-106.25
57.95811462402344,-105.0
57.95811462402344,-103.75
57.95811462402344,-102.5
57.95811462402344,-101.25
57.95811462402344,-100.0
57.95811462402344,-98.75
57.95811462402344,-97.5
57.95811462402344,-96.25
57.95811462402344,-95.0
57.95811462402344,-93.75
57.95811462402344,-75.0
57.95811462402344,-73.75
57.95811462402344,-72.5
57.95811462402344,-71.25
57.95811462402344,-70.0
57.95811462402344,-68.75
57.95811462402344,-67.5
57.95811462402344,-66.25
58.9005241394043,-132.5
58.9005241394043,-131.25
58.9005241394043,-130.0
58.9005241394043,-128.75
58.9005241394043,-127.5
58.9005241394043,-126.25
58.9005241394043,-125.0
58.9005241394043,-123.75
58.9005241394043,-122.5
58.9005241394043,-121.25
58.9005241394043,-120.0
58.9005241394043,-118.75
58.9005241394043,-117.5
58.9005241394043,-116.25
58.9005241394043,-115.0
58.9005241394043,-113.75
58.9005241394043,-112.5
58.9005241394043,-111.25
58.9005241394043,-110.0
58.9005241394043,-108.75
58.9005241394043,-107.5
58.9005241394043,-106.25
58.9005241394043,-105.0
58.9005241394043,-103.75
58.9005241394043,-102.5
58.9005241394043,-101.25
58.9005241394043,-100.0
58.9005241394043,-98.75
58.9005241394043,-97.5
58.9005241394043,-96.25
58.9005241394043,-95.0
59.842933654785156,-137.5
59.842933654785156,-135.0
59.842933654785156,-133.75
59.842933654785156,-132.5
59.842933654785156,-131.25
59.842933654785156,-130.0
59.842933654785156,-128.75
59.842933654785156,-127.5
59.842933654785156,-126.25
59.842933654785156,-125.0
59.842933654785156,-123.75
59.842933654785156,-122.5
59.842933654785156,-121.25
59.842933654785156,-120.0
59.842933654785156,-118.75
59.842933654785156,-117.5
59.842933654785156,-116.25
59.842933654785156,-115.0
59.842933654785156,-113.75
59.842933654785156,-112.5
59.842933654785156,-111.25
59.842933654785156,-110.0
59.842933654785156,-108.75
59.842933654785156,-107.5
59.842933654785156,-106.25
59.842933654785156,-105.0
59.842933654785156,-103.75
59.842933654785156,-102.5
59.842933654785156,-101.25
59.842933654785156,-100.0
59.842933654785156,-98.75
59.842933654785156,-97.5
59.842933654785156,-96.25
60.78533935546875,-137.5
60.78533935546875,-136.25
60.78533935546875,-135.0
60.78533935546875,-133.75
60.78533935546875,-132.5
60.78533935546875,-131.25
60.78533935546875,-130.0
60.78533935546875,-128.75
60.78533935546875,-127.5
60.78533935546875,-126.25
60.78533935546875,-125.0
60.78533935546875,-123.75
60.78533935546875,-122.5
60.78533935546875,-121.25
60.78533935546875,-120.0
60.78533935546875,-118.75
60.78533935546875,-117.5
60.78533935546875,-116.25
60.78533935546875,-115.0
60.78533935546875,-113.75
60.78533935546875,-112.5
60.78533935546875,-111.25
60.78533935546875,-110.0
60.78533935546875,-108.75
60.78533935546875,-107.5
60.78533935546875,-106.25
60.78533935546875,-105.0
60.78533935546875,-103.75
60.78533935546875,-102.5
60.78533935546875,-101.25
60.78533935546875,-100.0
60.78533935546875,-98.75
60.78533935546875,-97.5
60.78533935546875,-96.25
61.72774887084961,-140.0
61.72774887084961,-138.75
61.72774887084961,-137.5
61.72774887084961,-136.25
61.72774887084961,-135.0
61.72774887084961,-133.75
61.72774887084961,-132.5
61.72774887084961,-131.25
61.72774887084961,-130.0
61.72774887084961,-128.75
61.72774887084961,-127.5
61.72774887084961,-126.25
61.72774887084961,-125.0
61.72774887084961,-123.75
61.72774887084961,-122.5
61.72774887084961,-121.25
61.72774887084961,-120.0
61.72774887084961,-118.75
61.72774887084961,-117.5
61.72774887084961,-116.25
61.72774887084961,-115.0
61.72774887084961,-113.75
61.72774887084961,-112.5
61.72774887084961,-111.25
61.72774887084961,-110.0
61.72774887084961,-108.75
61.72774887084961,-107.5
61.72774887084961,-106.25
61.72774887084961,-105.0
61.72774887084961,-103.75
61.72774887084961,-102.5
61.72774887084961,-101.25
61.72774887084961,-100.0
61.72774887084961,-98.75
61.72774887084961,-97.5
61.72774887084961,-96.25
62.67015838623047,-140.0
62.67015838623047,-138.75
62.67015838623047,-137.5
62.67015838623047,-136.25
62.67015838623047,-135.0
62.67015838623047,-133.75
62.67015838623047,-132.5
62.67015838623047,-131.25
62.67015838623047,-130.0
62.67015838623047,-128.75
62.67015838623047,-127.5
62.67015838623047,-126.25
62.67015838623047,-125.0
62.67015838623047,-123.75
62.67015838623047,-122.5
62.67015838623047,-121.25
62.67015838623047,-120.0
62.67015838623047,-118.75
62.67015838623047,-117.5
62.67015838623047,-116.25
62.67015838623047,-115.0
62.67015838623047,-113.75
62.67015838623047,-112.5
62.67015838623047,-111.25
62.67015838623047,-110.0
62.67015838623047,-108.75
62.67015838623047,-107.5
62.67015838623047,-105.0
62.67015838623047,-103.75
62.67015838623047,-102.5
62.67015838623047,-101.25
63.61256408691406,-140.0
63.61256408691406,-138.75
63.61256408691406,-137.5
63.61256408691406,-136.25
63.61256408691406,-135.0
63.61256408691406,-133.75
63.61256408691406,-132.5
63.61256408691406,-131.25
63.61256408691406,-130.0
63.61256408691406,-128.75
63.61256408691406,-127.5
63.61256408691406,-126.25
63.61256408691406,-125.0
63.61256408691406,-123.75
63.61256408691406,-122.5
63.61256408691406,-121.25
63.61256408691406,-120.0
63.61256408691406,-118.75
63.61256408691406,-117.5
63.61256408691406,-116.25
63.61256408691406,-115.0
63.61256408691406,-113.75
63.61256408691406,-112.5
63.61256408691406,-111.25
63.61256408691406,-110.0
63.61256408691406,-105.0
63.61256408691406,-103.75
64.55497741699219,-140.0
64.55497741699219,-138.75
64.55497741699219,-137.5
64.55497741699219,-136.25
64.55497741699219,-135.0
64.55497741699219,-133.75
64.55497741699219,-132.5
64.55497741699219,-131.25
64.55497741699219,-130.0
64.55497741699219,-128.75
64.55497741699219,-127.5
64.55497741699219,-126.25
64.55497741699219,-125.0
64.55497741699219,-123.75
64.55497741699219,-122.5
64.55497741699219,-121.25
64.55497741699219,-120.0
64.55497741699219,-118.75
64.55497741699219,-117.5
64.55497741699219,-116.25
64.55497741699219,-115.0
64.55497741699219,-113.75
64.55497741699219,-112.5
64.55497741699219,-101.25
65.49738311767578,-140.0
65.49738311767578,-138.75
65.49738311767578,-137.5
65.49738311767578,-136.25
65.49738311767578,-135.0
65.49738311767578,-133.75
65.49738311767578,-132.5
65.49738311767578,-131.25
65.49738311767578,-130.0
65.49738311767578,-128.75
65.49738311767578,-127.5
65.49738311767578,-126.25
65.49738311767578,-125.0
65.49738311767578,-123.75
65.49738311767578,-122.5
65.49738311767578,-121.25
65.49738311767578,-120.0
65.49738311767578,-118.75
65.49738311767578,-117.5
65.49738311767578,-116.25
65.49738311767578,-115.0
65.49738311767578,-113.75
66.43978881835938,-140.0
66.43978881835938,-138.75
66.43978881835938,-137.5
66.43978881835938,-136.25
66.43978881835938,-135.0
66.43978881835938,-133.75
66.43978881835938,-132.5
66.43978881835938,-131.25
66.43978881835938,-130.0
66.43978881835938,-128.75
66.43978881835938,-127.5
66.43978881835938,-126.25
66.43978881835938,-125.0
66.43978881835938,-123.75
66.43978881835938,-122.5
66.43978881835938,-121.25
66.43978881835938,-120.0
66.43978881835938,-118.75
66.43978881835938,-117.5
66.43978881835938,-116.25
66.43978881835938,-115.0
67.3822021484375,-140.0
67.3822021484375,-138.75
67.3822021484375,-137.5
67.3822021484375,-136.25
67.3822021484375,-135.0
67.3822021484375,-133.75
67.3822021484375,-132.5
67.3822021484375,-131.25
67.3822021484375,-130.0
67.3822021484375,-128.75
67.3822021484375,-127.5
67.3822021484375,-126.25
67.3822021484375,-125.0
67.3822021484375,-123.75
67.3822021484375,-122.5
67.3822021484375,-117.5
68.3246078491211,-140.0
68.3246078491211,-138.75
68.3246078491211,-135.0
68.3246078491211,-133.75
68.3246078491211,-132.5
68.3246078491211,-131.25
68.3246078491211,-130.0
68.3246078491211,-128.75
68.3246078491211,-127.5
68.3246078491211,-126.25
68.3246078491211,-125.0
68.3246078491211,-123.75
69.26701354980469,-131.25
69.26701354980469,-130.0
69.26701354980469,-128.75
69.26701354980469,-127.5
