,# year,lat,lon,cOther_x,cCwd_x,cVeg_x,cLitter_x,cLeaf_x,cRoot_x,evspsblsoi,lai,tsl,mrro,mrsos,grassFrac,shrubFrac,cropFrac,baresoilFrac,residualFrac,treeFrac,shrubFrac.1,cSoil_x,cStem_x,wetlandFrac,ps,pr,tas_DJF,tas_JJA,tas_MAM,tas_SON,grassCropFrac,cesm_agb,agb,Unnamed: 0,cSoil_y,cCwd_y,cVeg_y,cLitter_y,cLeaf_y,cRoot_y,cStem_y,cOther_y,year,observed_agb
157,2014.0,51.3612556,-96.25,0.05622062087059021,0.35489997267723083,0.9887166619300841,0.0925302505493164,0.04041464999318122,0.3144339621067047,1.0449231012898961e-05,0.5908714532852173,278.6412048339844,1.2945450578172313e-07,32.134117126464844,8.19962215423584,0.0,0.5942350625991821,1.8058394193649288,24.0,65.4002914428711,0.0,2.0004031658172607,0.5980381965637207,8.26301097869873,98219.0625,1.3530774594983084e-05,261.2347106933594,294.8127136230469,276.65188598632807,278.5331726074219,8.793857216835022,0.6946734674274921,4.7185337,13704,70.96386,3.0433862,9.008018,0.6943333,0.1812323,2.2489586,6.3458242,0.4356449,2015.0,6.9627014
158,2014.0,51.3612556,-95.0,0.06909339129924774,1.170630931854248,3.563859701156616,0.1995540112257004,0.09580586105585098,0.9109461307525634,7.80706250225194e-06,1.112355589866638,279.2389831542969,2.0152685920038493e-06,35.11563873291016,3.6135404109954834,0.0,0.014834031462669373,0.021471381187438965,12.999995231628416,83.35015869140625,0.0,3.372225761413574,2.483553409576416,22.929048538208008,97599.6015625,1.5599574908264913e-05,261.39263916015625,294.4666748046875,276.4252624511719,278.1617431640625,3.6283744424581528,2.6484526619315147,6.040827,13705,15.438302,2.9332454,7.364121,0.578933,0.15576276,1.8320956,5.208299,0.2771857,2015.0,5.641247460000001
159,2014.0,51.3612556,-93.75,0.09053877741098405,2.069374084472656,5.516292572021484,0.428866982460022,0.1451401263475418,1.3577336072921753,7.2622697189217425e-06,1.7086902856826782,278.56005859375,1.8149202105632865e-06,33.42792892456055,2.981151342391968,0.013412431813776491,0.3550183475017548,0.01408953871577978,16.000001907348633,80.63633728027342,0.013412431813776491,7.6622276306152335,3.883487462997437,31.63164710998535,97073.3125,1.667082506173756e-05,261.2825622558594,293.38870239257807,275.49710083007807,277.6689453125,3.3361696898937225,4.119166366755962,6.9312515,13706,10.879258,2.4413626,6.432555,0.5257623,0.13619265,1.608407,4.552823,0.1999133,2015.0,4.88892895
160,2014.0,51.3612556,-92.5,0.097775399684906,2.0022196769714355,6.122253894805908,0.33689555525779724,0.1619933843612671,1.5360947847366333,6.492824468296021e-06,1.9146963357925413,278.1138916015625,4.091743448952912e-06,28.12794303894043,3.139357328414917,0.0050872783176600924,0.12493062764406204,0.02375410310924053,13.999999046325684,82.70685577392578,0.0050872783176600924,5.110872745513916,4.297732353210449,35.124839782714844,96847.8671875,1.7534401195007376e-05,261.3822326660156,292.4227294921875,275.0536193847656,277.3045959472656,3.264287956058979,4.557501137256622,7.139218,13707,16.719511,3.1758153,7.811259,0.6354234,0.16823253,1.9305944,5.518374,0.2850707,2015.0,5.97167723
161,2014.0,51.3612556,-91.25,0.10746774077415466,2.485797643661499,7.445261001586913,0.4188588857650757,0.18780046701431277,1.8233776092529297,6.438199761760188e-06,2.2320947647094727,278.0144958496094,4.438645191839896e-06,29.277341842651367,2.8162348270416255,0.02728188224136829,0.031287219375371926,0.00923402514308691,17.000001907348633,80.11596679687501,0.02728188224136829,6.427727222442626,5.263801574707031,35.48054885864258,96859.9296875,1.861699274741113e-05,261.2940979003906,291.7190246582031,274.5481262207031,277.1612854003906,2.8475220464169975,5.559069782495499,7.220036,13708,13.477815,2.2252762,5.647947,0.4553859,0.122985445,1.4004173,3.9561596,0.2314165,2015.0,4.310561545
162,2014.0,51.3612556,-90.0,0.1494147777557373,4.226777076721192,11.589896202087402,0.6696017384529114,0.27317461371421814,2.8382775783538814,4.448529125511413e-06,3.281147718429565,277.5048828125,4.9003806452674326e-06,28.048566818237305,2.677971601486206,0.0228912103921175,0.008075534366071224,0.006646033376455307,10.99999713897705,86.28442382812499,0.0228912103921175,10.88897705078125,8.239740371704102,11.772171020507812,97126.125,2.0435574697330597e-05,261.4249267578125,290.8776550292969,274.03518676757807,276.821044921875,2.686047135852277,8.662329763174057,6.452945,13709,11.354493,2.4860003,6.3125596,0.54573226,0.13347444,1.5617514,4.4308434,0.19819668,2015.0,4.762514519999999
163,2014.0,51.3612556,-88.75,0.15906880795955655,4.366589546203612,11.5813627243042,0.6891272664070128,0.27184528112411493,2.8235080242156982,3.97942403651541e-06,3.2647950649261475,277.6751403808594,5.812989456899231e-06,30.932138442993164,3.473522424697876,0.05059722065925598,0.17862726747989655,0.009455101564526558,8.000000953674316,88.28778839111328,0.05059722065925598,11.65678024291992,8.239713668823242,12.387538909912108,97593.78125,2.1188772734603845e-05,261.6000671386719,290.5314025878906,273.61477661132807,276.8699645996094,3.652149692177773,8.670627757906914,4.9797417,13710,14.282784,2.405495,6.0184407,0.48024532,0.12926897,1.4939623,4.218793,0.25320652,2015.0,4.60126849
164,2014.0,51.3612556,-87.5,0.16724829375743863,3.9195718765258794,10.67902374267578,0.6297441124916077,0.2506856918334961,2.6009666919708248,4.251076916261809e-06,3.032857894897461,277.6537780761719,6.326954462565482e-06,32.89471817016601,5.966094493865967,0.18937647342681885,0.16539502143859863,0.009079722687602045,9.000006675720215,84.67005157470702,0.18937647342681885,10.731450080871582,7.584230422973632,3.10958194732666,98174.1015625,2.1236357497400604e-05,261.774169921875,290.1639709472656,273.2870178222656,276.99981689453125,6.1314895153045645,8.002164408564566,2.9663528,13711,10.082532,2.35722,6.1014886,0.5064876,0.12979123,1.4899874,4.271239,0.21866348,2015.0,4.61969371
165,2014.0,51.3612556,-70.0,0.10392653942108154,0.5842617750167847,1.7930836677551267,0.13537383079528809,0.053647179156541824,0.41837236285209656,4.387613444123417e-06,0.7139989733695984,277.3583679199219,2.5286210075137205e-05,46.124706268310554,24.429338455200195,10.456406593322752,0.00013194794883020222,0.09585688263177872,6.999999523162842,58.018253326416016,10.456406593322752,2.2643754482269287,1.1844305992126465,10.439199447631836,94293.75,3.238158387830481e-05,259.5658264160156,286.26519775390625,267.61184692382807,276.3412780761719,24.429470403149026,1.3420043177902699,3.6332825,13712,32.35608,6.8278246,16.130669,1.4282181,0.341863,3.9399366,11.498272,0.49794033,2015.0,12.33807533
166,2014.0,51.3612556,-68.75,0.05993006005883217,0.7676472067832946,2.3844358921051025,0.12152344733476637,0.07181821018457413,0.551364004611969,6.28124098511762e-06,0.8033711910247802,277.6532897949219,2.555216633481905e-05,46.403972625732415,7.134132862091064,1.5149658918380735,0.0,0.028129359707236287,23.000001907348633,68.32276916503906,1.5149658918380735,2.0750744342803955,1.6476300954818723,42.66160202026367,94441.2734375,3.390720303286798e-05,259.7230224609375,286.4488830566406,267.98294067382807,276.6481018066406,7.134132862091064,1.7793783657252786,3.7904663,13713,12.158517,2.5512576,6.097076,0.5314162,0.12962255,1.5014577,4.243146,0.26236084,2015.0,4.63512939
167,2014.0,51.3612556,-67.5,0.08502236753702164,1.4398928880691528,4.17537260055542,0.2241973429918289,0.11244813352823256,0.973656177520752,5.4174397519091136e-06,1.2397431135177612,277.2106018066406,3.0507377232424915e-05,57.45915603637695,13.865010261535645,4.392449855804443,0.002140707802027464,0.04485136643052101,4.000000953674316,77.69554901123047,4.392449855804443,3.2129201889038086,2.935119390487671,5.925052642822266,94601.1875,3.900442970916629e-05,260.0883483886719,286.05276489257807,268.0528869628906,276.4461669921875,13.867150969337672,3.132589891552925,2.6710037,13714,36.04124,4.3753614,11.136834,0.9096582,0.22774157,2.7128968,7.8297677,0.44358662,2015.0,8.501095889999998
168,2014.0,51.3612556,-56.25,0.241829976439476,1.075478196144104,3.1307265758514404,0.2438907027244568,0.09541255235671997,0.7855817675590515,4.566357347357552e-06,1.521539330482483,277.4149475097656,2.9835864552296695e-05,49.37369155883789,50.01067733764648,7.580347537994384,0.024710180237889286,0.12922100722789764,4.000003814697266,38.25503921508789,7.580347537994384,6.167222976684569,2.0155694484710693,6.863285541534424,99870.4765625,4.028264447697438e-05,266.9825744628906,287.06448364257807,273.0251159667969,280.0008239746094,50.03538751788437,2.3528119772672653,0.5672252,13715,23.726093,2.470226,3.5880225,0.6333809,0.120036446,0.8393205,2.2651613,0.16928977,2015.0,2.554487516
169,2014.0,52.3036652,-127.5,0.23880811035633087,2.4479489326477046,12.450455665588377,0.43411231040954584,0.27909302711486816,3.133156776428222,2.2714236820320366e-06,3.6052963733673096,279.88543701171875,6.633847806369886e-05,39.58952713012695,14.798338890075684,0.10656989365816116,0.004152595531195401,1.5186489820480347,4.999996662139893,78.57228088378906,0.10656989365816116,6.803268909454346,8.8563232421875,12.820637702941895,93737.34375,7.503430242650211e-05,271.485595703125,286.84130859375,278.5173034667969,280.4382629394531,14.80249148560688,9.374224379658699,6.870199599999999,13716,32.996212,5.3902407,13.848672,1.0411236,0.27671155,3.4202929,9.859992,0.46659687,2015.0,10.60330042
170,2014.0,52.3036652,-126.25,0.12228896468877792,1.7463694810867307,8.24270439147949,0.32553038001060486,0.18966709077358243,2.081164598464966,3.460508423813735e-06,2.2949151992797847,279.93801879882807,4.215006993035786e-05,38.99567031860352,25.97718811035156,0.3371452987194061,0.004739171359688044,6.822539806365967,8.999997138977049,57.858394622802734,0.3371452987194061,4.880071163177489,5.883524417877196,0.11795317381620408,89267.59375,5.134060120326466e-05,267.6985168457031,286.18899536132807,275.9664611816406,277.9400329589844,25.981927281711247,6.195480473339557,5.985746799999999,13717,38.324745,9.407626,18.191624,2.1998422,0.38792166,4.574973,12.969778,0.4086807,2015.0,13.76638036
171,2014.0,52.3036652,-125.0,0.19731514155864716,4.454805374145508,12.577662467956541,1.55227530002594,0.2862391471862793,3.1840171813964844,1.8632216551850436e-06,3.5668869018554688,278.3417358398437,2.168588434869889e-05,35.05312728881836,12.00814151763916,0.11190486699342728,0.25754404067993164,2.045725345611572,1.9999998807907104,83.57667541503906,0.11190486699342728,17.449796676635742,8.953747749328613,0.0,87047.8203125,3.345207733218558e-05,266.6414794921875,285.74395751953125,275.5682067871094,276.6434326171875,12.265685558319092,9.43730203807354,4.9970932,13718,19.543772,4.30589,9.283707,1.0019863,0.19761977,2.3470821,6.5784097,0.23892286,2015.0,7.01495233
